[00:00.07]  Fíjate
[27:00.68]  los
[27:00.83]  barcos
[27:01.37]  con
[27:01.43]  brea
[27:01.73]  y
[27:01.79]  alquitrán
[27:02.54]  para
[27:02.91]  que
[27:03.09]  no
[27:03.24]  entrara
[27:03.93]  el
[27:04.11]  agua.
[27:04.60]  Los
[27:04.79]  egipcios
[27:05.28]  usaban
[27:05.65]  cera
[27:05.95]  de
[27:06.02]  abeja
[27:06.40]  para
[27:06.64]  sellar
[27:07.00]  y
[27:07.40]  hasta
[27:07.51]  para
[27:07.65]  conservar.
[27:08.80]  Los
[27:08.97]  marineros
[27:09.48]  se
[27:09.59]  hacían
[27:09.99]  capas
[27:10.27]  enceradas,
[27:11.00]  los
[27:11.26]  encerados
[27:12.03]  para
[27:12.37]  aguantar
[27:13.06]  las
[27:13.32]  tormentas.
[27:14.40]  Los
[27:14.57]  gauchos
[27:14.96]  y
[27:15.00]  los
[27:15.18]  hombres
[27:15.57]  de
[27:15.68]  campo
[27:16.00]  curaban
[27:16.42]  el
[27:16.51]  cuero
[27:16.80]  con
[27:17.05]  grasa
[27:17.31]  y
[27:17.36]  sebo
[27:18.00]  para
[27:18.22]  que
[27:18.42]  la
[27:18.49]  bota
[27:18.70]  y
[27:18.75]  la
[27:18.86]  montura
[27:19.24]  aguantaran
[27:19.78]  el
[27:19.89]  agua
[27:20.20]  y
[27:20.32]  no
[27:20.80]  se
[27:20.91]  rajaran.
[27:22.00]  La
[27:22.17]  lona
[27:22.44]  del
[27:22.66]  carro,
[27:23.20]  la
[27:23.35]  vela
[27:23.56]  del
[27:23.74]  barco,
[27:24.20]  la
[27:24.39]  bota
[27:24.91]  del
[27:25.05]  soldado.
[27:26.00]  Todo
[27:26.33]  impermeabilizado
[27:27.65]  con
[27:27.90]  cera,
[27:28.39]  aceite,
[27:29.05]  grasa
[27:29.46]  y
[27:29.54]  brea.
[27:30.37]  Cosas
[27:30.63]  de
[27:30.79]  la
[27:30.97]  tierra,
[27:31.66]  baratas,
[27:32.44]  de
[27:32.60]  toda
[27:33.11]  la
[27:33.14]  vida.
[27:33.80]  El
[27:33.97]  spray
[27:34.30]  caro
[27:34.58]  de
[27:34.80]  la
[27:34.86]  ferretería
[27:35.63]  es
[27:35.82]  lo
[27:35.91]  nuevo,
[27:36.71]  lo
[27:36.85]  raro.
[27:37.80]  La
[27:37.95]  cera
[27:38.22]  y
[27:38.22]  el
[27:38.33]  aceite
[27:38.80]  tienen
[27:39.14]  5000
[27:39.86]  años.
[27:40.40]  Nosotros
[27:40.86]  sólo
[27:41.15]  estamos
[27:41.56]  volviendo
[27:42.11]  a
[27:42.12]  lo
[27:42.23]  que
[27:42.42]  siempre
[27:42.79]  funcionó,
[27:43.40]  con
[27:43.61]  un
[27:43.75]  frasco
[27:44.17]  de
[27:44.31]  silicona
[27:44.88]  que
[27:45.11]  lo
[27:45.23]  hace
[27:45.52]  más
[27:45.81]  rápido.
[27:46.60]  Bueno,
[27:47.09]  yo
[27:47.23]  te
[27:47.37]  lo
[27:47.51]  acabo
[27:47.86]  de
[27:48.00]  dar
[27:48.21]  completo.
[27:49.00]  La
[27:49.17]  mezcla,
[27:49.65]  la
[27:49.78]  ciencia,
[27:50.40]  cada
[27:50.65]  superficie,
[27:51.40]  los
[27:51.83]  otros
[27:51.91]  métodos,
[27:52.40]  los
[27:52.72]  errores.
[27:53.80]  Todo
[27:54.07]  lo
[27:54.22]  que
[27:54.38]  necesitas
[27:55.00]  para
[27:55.19]  que
[27:55.33]  en
[27:55.41]  tu
[27:55.51]  casa
[27:55.70]  el
[27:55.82]  agua
[27:56.00]  no
[27:56.13]  vuelva
[27:56.52]  a
[27:56.71]  arruinar
[27:57.10]  nada.
[27:57.47]  Y
[27:57.57]  si
[27:57.61]  querés
[27:58.10]  tenerlo
[27:58.59]  todo
[27:58.87]  ordenado,
[27:59.57]  con
[27:59.78]  las
[28:00.31]  medidas
[28:00.48]  exactas
[28:01.02]  para
[28:01.20]  cada
[28:01.40]  superficie,
[28:02.60]  cuánta
[28:03.05]  silicona
[28:03.60]  para
[28:03.83]  el
[28:03.96]  deck,
[28:04.40]  cuánta
[28:04.90]  cera
[28:05.46]  para
[28:05.51]  las
[28:05.67]  botas,
[28:06.20]  la
[28:06.37]  receta
[28:06.76]  de
[28:06.90]  la
[28:07.04]  manteca
[28:07.55]  de
[28:07.67]  madera
[28:08.09]  al
[28:08.23]  gramo
[28:08.59]  y
[28:09.08]  otros
[28:09.11]  39
[28:09.55]  arreglos
[28:10.20]  de
[28:10.40]  un
[28:10.54]  peso
[28:10.80]  para
[28:11.06]  la
[28:11.10]  casa,
[28:11.40]  el
[28:11.57]  jardín
[28:12.09]  y
[28:12.16]  el
[28:12.31]  auto,
[28:12.80]  lo
[28:12.93]  junté
[28:13.31]  en
[28:13.44]  el
[28:13.57]  manual
[28:14.14]  del
[28:14.31]  constructor
[28:14.85]  libre.
[28:15.40]  La
[28:15.57]  receta
[28:15.92]  que
[28:16.12]  imprimís
[28:16.75]  y
[28:16.76]  pegás
[28:17.15]  en
[28:17.28]  la
[28:17.42]  pared
[28:17.73]  del
[28:18.31]  taller.
[28:18.40]  Con
[28:18.61]  impermeabilizar
[28:19.66]  una
[28:19.87]  sola
[28:20.15]  lona,
[28:20.60]  salvar
[28:21.28]  un
[28:21.31]  mueble
[28:21.80]  o
[28:21.90]  secar
[28:22.43]  un
[28:22.64]  galpón,
[28:23.40]  ya
[28:23.57]  lo
[28:23.68]  pagaste
[28:24.17]  10
[28:24.60]  veces.
[28:25.33]  El
[28:25.37]  link
[28:25.62]  está
[28:25.91]  abajo
[28:26.23]  y
[28:26.29]  en
[28:26.42]  el
[28:26.54]  comentario
[28:27.22]  fijado.
[28:27.80]  Pero
[28:28.06]  incluso
[28:28.51]  si
[28:28.64]  no
[28:28.80]  lo
[28:28.90]  bajás
[28:29.28]  nunca,
[28:29.82]  quédate
[28:30.20]  con
[28:30.49]  lo
[28:30.60]  de
[28:30.71]  hoy.
[28:31.00]  Silicona,
[28:31.81]  disolvente
[28:32.62]  y
[28:32.71]  una
[28:33.02]  pincelada.
[28:34.00]  Y
[28:34.17]  una
[28:34.30]  madera,
[28:34.91]  una
[28:35.14]  lona,
[28:35.59]  un
[28:35.74]  cartón
[28:36.27]  que
[28:36.66]  el
[28:36.91]  agua
[28:36.97]  ya
[28:37.12]  no
[28:37.27]  puede
[28:37.69]  tocar.
[28:38.40]  Contame
[28:38.87]  en
[28:38.99]  los
[28:39.20]  comentarios,
[28:40.10]  ¿qué
[28:40.42]  es
[28:40.45]  lo
[28:40.54]  primero
[28:40.85]  que
[28:41.11]  vas
[28:41.11]  a
[28:41.31]  impermeabilizar?
[28:42.00]  El
[28:42.18]  deck,
[28:42.72]  las
[28:43.00]  botas,
[28:43.61]  el
[28:43.80]  galpón,
[28:44.76]  la
[28:44.88]  lona.
[28:45.20]  Y
[28:45.37]  decime
[28:45.76]  también,
[28:46.60]  ¿qué
[28:46.93]  truco
[28:47.22]  usaban
[28:47.53]  los
[28:47.69]  viejos
[28:48.11]  en
[28:48.15]  tu
[28:48.26]  zona
[28:48.49]  contra
[28:48.82]  el
[28:48.93]  agua?
[28:49.40]  La
[28:49.57]  grasa,
[28:50.17]  la
[28:50.40]  cera,
[28:50.85]  la
[28:51.01]  brea,
[28:51.53]  el
[28:51.70]  aceite
[28:52.31]  quemado.
[28:53.37]  Cada
[28:53.42]  región
[28:53.81]  tiene
[28:54.09]  el
[28:54.20]  suyo
[28:54.42]  y
[28:54.47]  me
[28:54.58]  encanta
[28:54.97]  aprender
[28:55.42]  de
[28:55.53]  la
[28:55.64]  gente
[28:56.09]  que
[28:56.11]  lo
[28:56.25]  vivió.
[28:56.80]  El
[28:56.97]  agua
[28:57.25]  siempre
[28:57.80]  busca
[28:58.15]  la
[28:58.29]  manera
[28:58.74]  de
[28:58.89]  entrar.
[28:59.60]  Es
[28:59.77]  paciente,
[29:00.60]  no
[29:00.72]  tiene
[29:01.12]  apuro.
[29:01.80]  Pero
[29:02.07]  vos
[29:02.27]  ahora
[29:02.61]  tenés
[29:03.01]  con
[29:03.21]  qué
[29:03.51]  pararla
[29:04.00]  y
[29:04.08]  no
[29:04.23]  te
[29:04.40]  cuesta
[29:04.88]  casi
[29:05.20]  nada.
[29:05.80]  Esa
[29:05.99]  es
[29:06.12]  la
[29:06.25]  idea
[29:06.52]  de
[29:06.65]  todo
[29:06.91]  esto,
[29:07.40]  que
[29:07.61]  no
[29:07.75]  dependas
[29:08.46]  de
[29:08.71]  nadie
[29:08.85]  para
[29:09.09]  cuidar
[29:09.51]  lo
[29:09.65]  tuyo.
[29:10.20]  La
[29:10.37]  independencia
[29:11.10]  no
[29:11.22]  se
[29:11.34]  compra
[29:11.70]  en
[29:11.81]  la
[29:11.94]  ferretería.
[29:12.80]  Se
[29:12.97]  prepara
[29:13.39]  en
[29:13.52]  la
[29:13.65]  cocina,
[29:14.18]  en
[29:14.30]  el
[29:14.44]  taller,
[29:14.97]  con
[29:15.17]  las
[29:15.70]  manos.
[29:16.00]  Soy
[29:16.24]  Tomás,
[29:16.88]  esto
[29:17.20]  fue
[29:17.44]  El
[29:17.60]  Constructor
[29:18.48]  Libre.
[29:19.20]  Cuidá
[29:19.62]  tu
[29:19.76]  madera,
[29:20.32]  cuidá
[29:20.74]  lo
[29:20.91]  tuyo
[29:21.22]  y
[29:21.28]  que
[29:21.52]  el
[29:21.66]  agua
[29:22.11]  resvale.
[29:22.95]  Nos
[29:22.97]  vemos
[29:23.22]  en
[29:23.29]  el
[29:23.38]  próximo.
